"neg_skew","symmetrical","pos_skew","platy","meso","lepto"
1.40628392943776,2.19072615777645,-1.40628392943776,1.68346253856714,2.19072615777645,2.7780290144685
-1.03053938801001,-0.17734289852932,1.03053938801001,-0.241927789116345,-0.17734289852932,-0.0213809874169033
-0.994067121162124,-0.185076962630173,0.994067121162124,-0.252435722835927,-0.185076962630173,-0.0230053140240948
1.55564372062943,-2.50817594415526,-1.55564372062943,-1.70827716176522,-2.50817594415526,-3.64876030169818
0.00397084496939998,-0.557407610244465,-0.00397084496939998,-0.730057070847989,-0.557407610244465,-0.183208010454393
-1.21017931102475,-0.143328104623349,1.21017931102475,-0.195550408542462,-0.143328104623349,-0.015060055162397
0.669659235342841,1.09271101148698,-0.669659235342841,1.25754769513406,1.09271101148698,0.688777899909926
0.111067487027299,-0.623091975440859,-0.111067487027299,-0.806264838379586,-0.623091975440859,-0.228142669163295
0.481857358835066,-0.907833917233308,-0.481857358835066,-1.0992532845583,-0.907833917233308,-0.480757714095357
1.06358597018021,-1.59463021818462,-1.06358597018021,-1.53749631155979,-1.59463021818462,-1.47673494667425
-0.560715040055748,0.303229180765789,0.560715040055748,0.414206335271523,0.303229180765789,0.0501284349329355
1.09084198792355,1.63603161779934,-1.09084198792355,1.55647287829372,1.63603161779934,1.54793454547819
0.10936245508346,-0.621993924712525,-0.10936245508346,-0.805015425602784,-0.621993924712525,-0.227350395315009
-0.161969849258287,0.467876032525896,0.161969849258287,0.625116699182521,0.467876032525896,0.123701808735654
0.941663380101859,1.42073468110075,-0.941663380101859,1.46375805561472,1.42073468110075,1.16655825640031
-1.42303285565002,0.110697540956585,1.42303285565002,0.154309930023922,0.110697540956585,0.00394575030899258
1.23495417842612,1.87145468896213,-1.23495417842612,1.62666709930442,1.87145468896213,2.02645290646906
0.610109780020256,-1.0307216014159,-0.610109780020256,-1.20535517356775,-1.0307216014159,-0.61880892005056
0.882253935987317,-1.34235175529142,-0.882253935987317,-1.41859800163169,-1.34235175529142,-1.04736162330438
0.000147290016095081,0.555182358938753,-0.000147290016095081,0.730887490138088,0.555182358938753,0.17546246072413
-1.8838899611835,-0.0617749434965586,1.8838899611835,-0.08353465483111,-0.0617749434965586,-0.00536686984749684
-1.52957046037701,0.0970231519625232,1.52957046037701,0.135525271764018,0.0970231519625232,0.00229970686201628
1.04336930755678,1.56453318362191,-1.04336930755678,1.52901994500543,1.56453318362191,1.41532439833368
0.391359831402745,0.829232835838848,-0.391359831402745,1.02827126085541,0.829232835838848,0.395324636192189
-0.02483796505071,0.540837059984813,0.02483796505071,0.713837050612201,0.540837059984813,0.166351137497371
0.0666848249218369,-0.595070365189465,-0.0666848249218369,-0.774115801140418,-0.595070365189465,-0.208361504467537
1.25244021675757,-1.90200103340834,-1.25244021675757,-1.63032018077862,-1.90200103340834,-2.09955998756436
-0.953625936166912,0.194006461605036,0.953625936166912,0.268012345235945,0.194006461605036,0.0186561091963772
0.0451975215747587,-0.581915956674874,-0.0451975215747587,-0.758836376168381,-0.581915956674874,-0.199389358260083
1.03080662946082,-1.54608935575658,-1.03080662946082,-1.51795654007943,-1.54608935575658,-1.38838826319524
-0.13881516762424,0.479536497603783,0.13881516762424,0.639512231068932,0.479536497603783,0.130103704493958
